gene_human,gene_mouse,entrez_id_human,MGI,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO
SYCE2,Syce2,256126,MGI:1919096,71846.0,,2.0
SYCE3,Syce3,644186,MGI:1922709,75459.0,,1.0
SYCN,Sycn,342898,MGI:1915666,68416.0,,1.0
SYCP1,Sycp1,6847,MGI:105931,20957.0,,1.0
SYCP2,Sycp2,10388,MGI:1933281,320558.0,0.0,1.0
SYCP2L,Sycp2l,221711,MGI:2685114,637277.0,,1.0
SYDE1,Syde1,85360,MGI:1918959,71709.0,,1.0
SYDE2,Syde2,84144,MGI:3036264,214804.0,,
SYF2,Syf2,25949,MGI:1915842,68592.0,,1.0
SYK,Syk,6850,MGI:99515,20963.0,2.0,2.0
SYMPK,Sympk,8189,MGI:1915438,68188.0,,1.0
SYN1,Syn1,6853,MGI:98460,20964.0,1.0,1.0
SYN2,Syn2,6854,MGI:103020,20965.0,1.0,1.0
SYN3,Syn3,8224,MGI:1351334,27204.0,,1.0
SYNC,Sync,81493,MGI:1916078,68828.0,,1.0
SYNCRIP,Syncrip,10492,MGI:1891690,56403.0,,1.0
SYNDIG1,Syndig1,79953,MGI:3702158,433485.0,,
SYNDIG1L,Syndig1l,646658,MGI:2685107,627191.0,,0.0
SYNE1,Syne1,23345,MGI:1927152,64009.0,2.0,2.0
SYNE2,Syne2,23224,MGI:2449316,319565.0,1.0,2.0
SYNE3,Syne3,161176,MGI:2442408,212073.0,,0.0
SYNE4,Syne4,163183,MGI:2141950,233066.0,0.0,1.0
SYNGAP1,Syngap1,8831,MGI:3039785,240057.0,1.0,1.0
SYNGR1,Syngr1,9145,MGI:1328323,20972.0,,1.0
SYNGR2,Syngr2,9144,MGI:1328324,20973.0,,
SYNGR3,Syngr3,9143,MGI:1341881,20974.0,,1.0
SYNGR4,Syngr4,23546,MGI:1928903,58867.0,,
SYNJ1,Synj1,8867,MGI:1354961,104015.0,1.0,1.0
SYNJ2,Synj2,8871,MGI:1201671,20975.0,,1.0
SYNM,Synm,23336,MGI:2661187,233335.0,,2.0
SYNPO,Synpo,11346,MGI:1099446,104027.0,,1.0
SYNPO2,Synpo2,171024,MGI:2153070,118449.0,,1.0
SYNPO2L,Synpo2l,79933,MGI:1916010,68760.0,,
SYNPR,Synpr,132204,MGI:1919253,72003.0,,1.0
SYNRG,Synrg,11276,MGI:1354742,217030.0,,1.0
SYP,Syp,6855,MGI:98467,20977.0,0.0,1.0
SYPL1,Sypl,6856,MGI:108081,19027.0,,1.0
SYPL2,Sypl2,284612,MGI:1328311,17306.0,,1.0
SYS1,Sys1,90196,MGI:1913710,66460.0,,
SYT1,Syt1,6857,MGI:99667,20979.0,1.0,2.0
SYT10,Syt10,341359,MGI:1859546,54526.0,,0.0
SYT11,Syt11,23208,MGI:1859547,229521.0,,
SYT12,Syt12,91683,MGI:2159601,171180.0,,
SYT13,Syt13,57586,MGI:1933945,80976.0,,
SYT14,Syt14,255928,MGI:2444490,329324.0,1.0,
SYT15,Syt15,83849,MGI:2442166,319508.0,,
SYT16,Syt16,83851,MGI:2673872,238266.0,,
SYT17,Syt17,51760,MGI:104966,110058.0,,1.0
SYT2,Syt2,127833,MGI:99666,20980.0,1.0,1.0
SYT3,Syt3,84258,MGI:99665,20981.0,,
SYT4,Syt4,6860,MGI:101759,20983.0,,1.0
SYT5,Syt5,6861,MGI:1926368,53420.0,,1.0
SYT6,Syt6,148281,MGI:1859544,54524.0,,
SYT7,Syt7,9066,MGI:1859545,54525.0,,1.0
SYT8,Syt8,90019,MGI:1859867,55925.0,,0.0
SYT9,Syt9,143425,MGI:1926373,60510.0,,1.0
SYTL1,Sytl1,84958,MGI:1933365,269589.0,,2.0
SYTL2,Sytl2,54843,MGI:1933366,83671.0,,0.0
SYTL3,Sytl3,94120,MGI:1933367,83672.0,,0.0
SYTL4,Sytl4,94121,MGI:1351606,27359.0,,1.0
SYTL5,Sytl5,94122,MGI:2668451,236643.0,,
SYVN1,Syvn1,84447,MGI:1921376,74126.0,,1.0
SZRD1,Szrd1,26099,MGI:1098672,213491.0,,
SZT2,Szt2,23334,MGI:3033336,230676.0,1.0,1.0
TAAR1,Taar1,134864,MGI:2148258,111174.0,,1.0
TAAR2,Taar2,9287,MGI:2685071,209512.0,,
TAAR3P,Taar3,9288,MGI:3527427,493809.0,,1.0
TAAR4P,Taar4,503612,MGI:2685072,209513.0,,
TAAR5,Taar5,9038,MGI:2685073,215854.0,,
TAAR6,Taar6,319100,MGI:2685074,215855.0,,1.0
TAAR9,Taar9,134860,MGI:3527454,503558.0,,
TAB1,Tab1,10454,MGI:1913763,66513.0,,1.0
TAB2,Tab2,23118,MGI:1915902,68652.0,1.0,2.0
TAB3,Tab3,257397,MGI:1913974,66724.0,,1.0
TAC1,Tac1,6863,MGI:98474,21333.0,,1.0
TAC3,Tac2,6866,MGI:98476,21334.0,1.0,1.0
TAC4,Tac4,255061,MGI:1931130,93670.0,,1.0
TACC1,Tacc1,6867,MGI:2443510,320165.0,,
TACC2,Tacc2,10579,MGI:1928899,57752.0,,
TACC3,Tacc3,10460,MGI:1341163,21335.0,,2.0
TACO1,Taco1,51204,MGI:1917457,70207.0,1.0,2.0
TACR1,Tacr1,6869,MGI:98475,21336.0,,2.0
TACR2,Tacr2,6865,MGI:98477,21337.0,,0.0
TACR3,Tacr3,6870,MGI:892968,21338.0,1.0,2.0
TACSTD2,Tacstd2,4070,MGI:1861606,56753.0,1.0,1.0
TADA1,Tada1,117143,MGI:1196415,27878.0,,0.0
TADA2A,Tada2a,6871,MGI:2144471,217031.0,,
TADA2B,Tada2b,93624,MGI:3035274,231151.0,,
TADA3,Tada3,10474,MGI:1915724,101206.0,,1.0
TAF10,Taf10,6881,MGI:1346320,24075.0,,1.0
TAF11,Taf11,6882,MGI:1916026,68776.0,,0.0
TAF12,Taf12,6883,MGI:1913714,66464.0,,1.0
TAF13,Taf13,6884,MGI:1913500,99730.0,1.0,0.0
TAF15,Taf15,8148,MGI:1917689,70439.0,1.0,
TAF1A,Taf1a,9015,MGI:109578,21339.0,1.0,0.0
TAF1B,Taf1b,9014,MGI:109577,21340.0,,1.0
TAF1C,Taf1c,9013,MGI:109576,21341.0,,
TAF1D,Taf1d,79101,MGI:1922566,75316.0,,
TAF2,Taf2,6873,MGI:2443028,319944.0,1.0,1.0
TAF3,Taf3,83860,MGI:2388097,209361.0,,
TAF4,Taf4,6874,MGI:2152346,228980.0,,2.0
TAF4B,Taf4b,6875,MGI:2152345,72504.0,1.0,1.0
TAF5,Taf5,6877,MGI:2442144,226182.0,,1.0
TAF5L,Taf5l,27097,MGI:1919039,102162.0,,
TAF6,Taf6,6878,MGI:109129,21343.0,1.0,1.0
TAF6L,Taf6l,10629,MGI:2444957,225895.0,,
TAF7,Taf7,6879,MGI:1346348,24074.0,,1.0
TAF8,Taf8,129685,MGI:1926879,63856.0,1.0,1.0
TAF9,Taf9,6880,MGI:1888697,108143.0,,
TAF9B,Taf9b,51616,MGI:3039562,407786.0,,1.0
TAFA1,Tafa1,407738,MGI:2443695,320265.0,,1.0
TAFA2,Tafa2,338811,MGI:2143691,268354.0,,1.0
TAFA3,Tafa3,284467,MGI:3046463,329731.0,,1.0
TAFA4,Tafa4,151647,MGI:2444563,320701.0,,1.0
TAFA5,Tafa5,25817,MGI:2146182,106014.0,,
TAFAZZIN,Tafazzin,6901,MGI:109626,66826.0,2.0,1.0
TAGLN,Tagln,6876,MGI:106012,21345.0,,2.0
TAGLN2,Tagln2,8407,MGI:1312985,21346.0,,1.0
TAGLN3,Tagln3,29114,MGI:1926784,56370.0,,
TAL1,Tal1,6886,MGI:98480,21349.0,1.0,2.0
TAL2,Tal2,6887,MGI:99540,21350.0,1.0,1.0
TALDO1,Taldo1,6888,MGI:1274789,21351.0,2.0,1.0
TAMALIN,Tamalin,160622,MGI:1860303,56149.0,,1.0
TAMM41,Tamm41,132001,MGI:1916221,68971.0,,1.0
TANC1,Tanc1,85461,MGI:1914110,66860.0,,1.0
TANC2,Tanc2,26115,MGI:2444121,77097.0,1.0,1.0
TANGO2,Tango2,128989,MGI:101825,27883.0,1.0,
TANGO6,Tango6,79613,MGI:2142786,272538.0,,1.0
TANK,Tank,10010,MGI:107676,21353.0,,2.0
TAOK1,Taok1,57551,MGI:1914490,216965.0,2.0,
TAOK2,Taok2,9344,MGI:1915919,381921.0,,1.0
TAOK3,Taok3,51347,MGI:3041177,330177.0,,1.0
TAP1,Tap1,6890,MGI:98483,21354.0,1.0,2.0
TAP2,Tap2,6891,MGI:98484,21355.0,1.0,1.0
TAPBP,Tapbp,6892,MGI:1201689,21356.0,1.0,1.0
TAPBPL,Tapbpl,55080,MGI:2384853,213233.0,,
TAPT1,Tapt1,202018,MGI:2683537,231225.0,1.0,1.0
TARBP1,Tarbp1,6894,MGI:4936930,212728.0,,1.0
TARBP2,Tarbp2,6895,MGI:103027,21357.0,,1.0
TARDBP,Tardbp,23435,MGI:2387629,230908.0,1.0,2.0
TARM1,Tarm1,441864,MGI:2442280,245126.0,,1.0
TARS1,Tars,6897,MGI:106314,110960.0,2.0,
TARS2,Tars2,80222,MGI:1919057,71807.0,1.0,0.0
TARS3,Tarsl2,123283,MGI:2444486,272396.0,,1.0
TAS1R1,Tas1r1,80835,MGI:1927505,110326.0,,1.0
TAS1R2,Tas1r2,80834,MGI:1933546,83770.0,,0.0
TAS1R3,Tas1r3,83756,MGI:1933547,83771.0,,0.0
TAS2R1,Tas2r119,50834,MGI:2681253,57254.0,,
TAS2R16,Tas2r118,50833,MGI:2681247,387347.0,1.0,
TAS2R3,Tas2r137,50831,MGI:3606604,574417.0,,
TAS2R38,Tas2r138,5726,MGI:2681306,387513.0,,0.0
TAS2R39,Tas2r139,259285,MGI:2681308,353148.0,,1.0
TAS2R4,Tas2r108,50832,MGI:2681210,57253.0,,
TAS2R40,Tas2r144,259286,MGI:2681312,387515.0,,
TAS2R41,Tas2r126,259287,MGI:2681273,387353.0,,
TAS2R42,Tas2r131,353164,MGI:2681280,387356.0,,1.0
TAS2R60,Tas2r135,338398,MGI:2681302,387512.0,,
TAS2R7,Tas2r130,50837,MGI:2681278,387355.0,,
TASL,Tasl,80231,MGI:1918648,71398.0,,
TASOR,Tasor,23272,MGI:1921694,218850.0,,1.0
TASOR2,Tasor2,54906,MGI:2145274,105203.0,,0.0
TASP1,Tasp1,55617,MGI:1923062,75812.0,1.0,2.0
TAT,Tat,6898,MGI:98487,234724.0,1.0,1.0
TATDN1,Tatdn1,83940,MGI:1916944,69694.0,,
TATDN2,Tatdn2,9797,MGI:3576210,381801.0,,1.0
TATDN3,Tatdn3,128387,MGI:1916222,68972.0,,1.0
TAX1BP1,Tax1bp1,8887,MGI:1289308,52440.0,,1.0
TAX1BP3,Tax1bp3,30851,MGI:1923531,76281.0,,1.0
TBATA,Tbata,219793,MGI:1923820,65971.0,,1.0
TBC1D1,Tbc1d1,23216,MGI:1889508,57915.0,,1.0
TBC1D10A,Tbc1d10a,83874,MGI:2144164,103724.0,,1.0
TBC1D10B,Tbc1d10b,26000,MGI:1915699,68449.0,,
TBC1D10C,Tbc1d10c,374403,MGI:1922072,108995.0,,1.0
TBC1D12,Tbc1d12,23232,MGI:2384803,209478.0,,
TBC1D13,Tbc1d13,54662,MGI:2385326,70296.0,,
TBC1D14,Tbc1d14,57533,MGI:1098708,100855.0,,0.0
TBC1D15,Tbc1d15,64786,MGI:1913937,66687.0,,
TBC1D16,Tbc1d16,125058,MGI:2652878,207592.0,,1.0
TBC1D17,Tbc1d17,79735,MGI:2449973,233204.0,,
TBC1D19,Tbc1d19,55296,MGI:1914499,67249.0,,
TBC1D2,Tbc1d2,55357,MGI:2652885,381605.0,,1.0
TBC1D20,Tbc1d20,128637,MGI:1914481,67231.0,1.0,2.0
TBC1D21,Tbc1d21,161514,MGI:1921536,74286.0,,1.0
TBC1D22A,Tbc1d22a,25771,MGI:1289265,223754.0,,1.0
TBC1D22B,Tbc1d22b,55633,MGI:2681867,381085.0,,
TBC1D23,Tbc1d23,55773,MGI:1914831,67581.0,1.0,1.0
TBC1D24,Tbc1d24,57465,MGI:2443456,224617.0,2.0,1.0
TBC1D25,Tbc1d25,4943,MGI:2444862,209815.0,,1.0
TBC1D2B,Tbc1d2b,23102,MGI:1914266,67016.0,1.0,1.0
TBC1D30,Tbc1d30,23329,MGI:1921944,74694.0,,1.0
TBC1D31,Tbc1d31,93594,MGI:2684931,210544.0,,0.0
TBC1D32,Tbc1d32,221322,MGI:2442827,544696.0,,2.0
TBC1D4,Tbc1d4,9882,MGI:2429660,210789.0,,2.0
TBC1D5,Tbc1d5,9779,MGI:1919488,72238.0,,1.0
TBC1D7,Tbc1d7,51256,MGI:1914296,67046.0,1.0,1.0
TBC1D8,Tbc1d8,11138,MGI:1927225,54610.0,,1.0
TBC1D8B,Tbc1d8b,54885,MGI:1918101,245638.0,1.0,1.0
TBC1D9,Tbc1d9,23158,MGI:1918560,71310.0,,
TBC1D9B,Tbc1d9b,23061,MGI:1924045,76795.0,,1.0
TBCA,Tbca,6902,MGI:107549,21371.0,,
TBCB,Tbcb,1155,MGI:1913661,66411.0,,0.0
TBCC,Tbcc,6903,MGI:1919976,72726.0,,1.0
TBCCD1,Tbccd1,55171,MGI:1917823,70573.0,,1.0
TBCD,Tbcd,6904,MGI:1919686,108903.0,2.0,0.0
TBCE,Tbce,6905,MGI:1917680,70430.0,1.0,1.0
TBCEL,Tbcel,219899,MGI:1925543,272589.0,,0.0
TBCK,Tbck,93627,MGI:2445052,271981.0,2.0,0.0
TBK1,Tbk1,29110,MGI:1929658,56480.0,1.0,2.0
TBKBP1,Tbkbp1,9755,MGI:1920424,73174.0,,1.0
TBL1XR1,Tbl1xr1,79718,MGI:2441730,81004.0,2.0,2.0
TBL2,Tbl2,26608,MGI:1351652,27368.0,2.0,
TBL3,Tbl3,10607,MGI:2384863,213773.0,,
TBP,Tbp,6908,MGI:101838,21374.0,1.0,2.0
TBPL1,Tbpl1,9519,MGI:1339946,237336.0,,1.0
TBPL2,Tbpl2,387332,MGI:2684058,227606.0,,1.0
TBR1,Tbr1,10716,MGI:107404,21375.0,1.0,1.0
TBRG1,Tbrg1,84897,MGI:1100877,21376.0,,2.0
TBRG4,Tbrg4,9238,MGI:1100868,21379.0,,
TBX1,Tbx1,6899,MGI:98493,21380.0,2.0,2.0
TBX10,Tbx10,347853,MGI:1261436,109575.0,,2.0
TBX15,Tbx15,6913,MGI:1277234,21384.0,1.0,2.0
TBX18,Tbx18,9096,MGI:1923615,76365.0,1.0,2.0
TBX19,Tbx19,9095,MGI:1891158,83993.0,1.0,1.0
TBX2,Tbx2,6909,MGI:98494,21385.0,1.0,2.0
TBX20,Tbx20,57057,MGI:1888496,57246.0,1.0,2.0
TBX21,Tbx21,30009,MGI:1888984,57765.0,1.0,2.0
TBX22,Tbx22,50945,MGI:2389465,245572.0,1.0,2.0
TBX3,Tbx3,6926,MGI:98495,21386.0,1.0,2.0
TBX4,Tbx4,9496,MGI:102556,21387.0,1.0,2.0
TBX5,Tbx5,6910,MGI:102541,21388.0,1.0,2.0
TBX6,Tbx6,6911,MGI:102539,21389.0,1.0,2.0
TBXA2R,Tbxa2r,6915,MGI:98496,21390.0,1.0,1.0
TBXAS1,Tbxas1,6916,MGI:98497,21391.0,1.0,1.0
TBXT,T,6862,MGI:98472,20997.0,1.0,2.0
TC2N,Tc2n,123036,MGI:1921663,74413.0,,
TCAF1,Tcaf1,9747,MGI:1914665,77574.0,,
TCAIM,Tcaim,285343,MGI:1196217,382117.0,,1.0
TCAM1P,Tcam1,146771,MGI:1923120,75870.0,,0.0
TCAP,Tcap,8557,MGI:1330233,21393.0,1.0,1.0
TCEA1,Tcea1,6917,MGI:1196624,21399.0,,2.0
TCEA2,Tcea2,6919,MGI:107368,21400.0,,1.0
TCEA3,Tcea3,6920,MGI:1196908,21401.0,,
TCEAL1,Tceal1,9338,MGI:2385317,237052.0,,1.0
TCEAL5,Tceal5,340543,MGI:3036236,331532.0,,
TCEAL7,Tceal7,56849,MGI:1915746,100040972.0,,
TCEAL8,Tceal8,90843,MGI:1913934,66684.0,,
TCEAL9,Tceal9,51186,MGI:109567,22381.0,,0.0
TCEANC,Tceanc,170082,MGI:2685236,245695.0,,
TCEANC2,Tceanc2,127428,MGI:1913776,66526.0,,
TCERG1,Tcerg1,10915,MGI:1926421,56070.0,,1.0
TCERG1L,Tcerg1l,256536,MGI:1917821,70571.0,,0.0
TCF12,Tcf12,6938,MGI:101877,21406.0,1.0,2.0
TCF15,Tcf15,6939,MGI:104664,21407.0,,2.0
TCF19,Tcf19,6941,MGI:103180,106795.0,,
TCF21,Tcf21,6943,MGI:1202715,21412.0,,2.0
TCF23,Tcf23,150921,MGI:1934960,69852.0,,
TCF24,Tcf24,100129654,MGI:3780500,100039596.0,,
TCF25,Tcf25,22980,MGI:1914105,66855.0,,1.0
TCF3,Tcf3,6929,MGI:98510,21423.0,2.0,2.0
TCF4,Tcf4,6925,MGI:98506,21413.0,2.0,2.0
TCF7,Tcf7,6932,MGI:98507,21414.0,,2.0
TCF7L1,Tcf7l1,83439,MGI:1202876,21415.0,,2.0
TCF7L2,Tcf7l2,6934,MGI:1202879,21416.0,1.0,2.0
TCFL5,Tcfl5,10732,MGI:2672878,277353.0,,1.0
TCHH,Tchh,7062,MGI:2177944,99681.0,0.0,0.0
TCHHL1,Tchhl1,126637,MGI:1918575,71325.0,,0.0
TCHP,Tchp,84260,MGI:1925082,77832.0,,1.0
TCIM,Tcim,56892,MGI:1916318,69068.0,,1.0
TCIRG1,Tcirg1,10312,MGI:1350931,27060.0,2.0,2.0
TCL1A,Tcl1,8115,MGI:1097166,21432.0,,0.0
TCN2,Tcn2,6948,MGI:98534,21452.0,1.0,
TCOF1,Tcof1,6949,MGI:892003,21453.0,1.0,2.0
TCP1,Tcp1,6950,MGI:98535,21454.0,,
TCP11,Tcp11,6954,MGI:98544,21463.0,,
TCP11L1,Tcp11l1,55346,MGI:2444263,320554.0,,
TCP11L2,Tcp11l2,255394,MGI:2444679,216198.0,,
TCTA,Tcta,6988,MGI:1918829,102791.0,,
TCTE1,Tcte1,202500,MGI:98640,21645.0,,1.0
TCTN1,Tctn1,79600,MGI:3603820,654470.0,2.0,1.0
TCTN2,Tctn2,79867,MGI:1915228,67978.0,2.0,2.0
TCTN3,Tctn3,26123,MGI:1914840,67590.0,2.0,2.0
TDH,Tdh,157739,MGI:1926231,58865.0,,
TDO2,Tdo2,6999,MGI:1928486,56720.0,,2.0
TDP1,Tdp1,55775,MGI:1920036,104884.0,1.0,1.0
TDP2,Tdp2,51567,MGI:1860486,56196.0,1.0,1.0
TDRD1,Tdrd1,56165,MGI:1933218,83561.0,,1.0
TDRD12,Tdrd12,91646,MGI:1919231,71981.0,,1.0
TDRD3,Tdrd3,81550,MGI:2444023,219249.0,,1.0
TDRD5,Tdrd5,163589,MGI:2684949,214575.0,,1.0
TDRD6,Tdrd6,221400,MGI:2679727,210510.0,,1.0
TDRD7,Tdrd7,23424,MGI:2140279,100121.0,0.0,1.0
TDRD9,Tdrd9,122402,MGI:1921941,74691.0,1.0,1.0
TDRKH,Tdrkh,11022,MGI:1919884,72634.0,,1.0
TDRP,Tdrp,157695,MGI:1919398,72148.0,,1.0
TEAD1,Tead1,7003,MGI:101876,21676.0,0.0,2.0
TEAD2,Tead2,8463,MGI:104904,21677.0,,1.0
TEAD3,Tead3,7005,MGI:109241,21678.0,,1.0
TEAD4,Tead4,7004,MGI:106907,21679.0,,1.0
TEC,Tec,7006,MGI:98662,21682.0,,1.0
TECPR1,Tecpr1,25851,MGI:1917631,70381.0,,1.0
TECPR2,Tecpr2,9895,MGI:2144865,104859.0,1.0,1.0
TECR,Tecr,9524,MGI:1915408,106529.0,1.0,1.0
TECRL,Tecrl,253017,MGI:2444966,243078.0,1.0,0.0
TECTA,Tecta,7007,MGI:109575,21683.0,0.0,1.0
TECTB,Tectb,6975,MGI:109574,21684.0,,1.0
TEDC1,Tedc1,283643,MGI:2144738,104732.0,,2.0
TEDC2,Tedc2,80178,MGI:1919266,72016.0,,1.0
TEDDM2P,Teddm2,127671,MGI:1923273,240817.0,,
TEF,Tef,7008,MGI:98663,21685.0,,1.0
TEFM,Tefm,79736,MGI:1915800,68550.0,,1.0
TEK,Tek,7010,MGI:98664,21687.0,1.0,2.0
TEKT1,Tekt1,83659,MGI:1333819,21689.0,,
TEKT2,Tekt2,27285,MGI:1346335,24084.0,,1.0
TEKT3,Tekt3,64518,MGI:1918312,71062.0,,1.0
TEKT4,Tekt4,150483,MGI:1919090,71840.0,,1.0
TEKT5,Tekt5,146279,MGI:1917676,70426.0,,
TEKTIP1,Tektip1,100128569,MGI:1921072,432479.0,,
TELO2,Telo2,9894,MGI:1918968,71718.0,1.0,1.0
TEN1,Ten1,100134934,MGI:1916785,69535.0,,
TENM1,Tenm1,10178,MGI:1345185,23963.0,,1.0
TENM2,Tenm2,57451,MGI:1345184,23964.0,,1.0
TENM3,Tenm3,55714,MGI:1345183,23965.0,1.0,1.0
TENM4,Tenm4,26011,MGI:2447063,23966.0,0.0,2.0
TENT2,Tent2,167153,MGI:2140950,100715.0,,0.0
TENT4A,Tent4a,11044,MGI:2682295,210106.0,,2.0
TENT4B,Tent4b,64282,MGI:1917820,214627.0,,
TENT5A,Tent5a,55603,MGI:2670964,212943.0,1.0,2.0
TENT5B,Tent5b,115572,MGI:2140500,100342.0,,
TENT5C,Tent5c,54855,MGI:1921895,74645.0,,2.0
TENT5D,Tent5d,169966,MGI:2685223,213449.0,,
TEP1,Tep1,7011,MGI:109573,21745.0,,0.0
TEPP,Tepp,374739,MGI:1920657,73407.0,,
TEPSIN,Tepsin,146705,MGI:1926027,78777.0,,0.0
TERB1,Terb1,283847,MGI:2443187,320022.0,0.0,1.0
TERB2,Terb2,145645,MGI:1921651,74401.0,0.0,1.0
TERF1,Terf1,7013,MGI:109634,21749.0,,2.0
TERF2,Terf2,7014,MGI:1195972,21750.0,,1.0
TERF2IP,Terf2ip,54386,MGI:1929871,57321.0,1.0,2.0
TERT,Tert,7015,MGI:1202709,21752.0,2.0,2.0
TESK1,Tesk1,7016,MGI:1201675,21754.0,,0.0
TESK2,Tesk2,10420,MGI:2385204,230661.0,,0.0
TESMIN,Tesmin,9633,MGI:1340029,17771.0,,1.0
TESPA1,Tespa1,9840,MGI:1914846,67596.0,,1.0
TET1,Tet1,80312,MGI:1098693,52463.0,,2.0
TET2,Tet2,54790,MGI:2443298,214133.0,2.0,2.0
TET3,Tet3,200424,MGI:2446229,194388.0,1.0,1.0
TEX10,Tex10,54881,MGI:1344413,269536.0,,1.0
TEX101,Tex101,83639,MGI:1930791,56746.0,,1.0
TEX11,Tex11,56159,MGI:1933237,83558.0,1.0,1.0
TEX12,Tex12,56158,MGI:1913904,66654.0,,1.0
TEX14,Tex14,56155,MGI:1933227,83560.0,1.0,1.0
TEX15,Tex15,56154,MGI:1934816,104271.0,1.0,1.0
TEX16P,Tex16,100499435,MGI:1890545,83556.0,,
TEX2,Tex2,55852,MGI:102465,21763.0,,2.0
TEX21P,Tex21,441687,MGI:1931131,80384.0,,1.0
TEX22,Tex22,647310,MGI:1922921,75671.0,,
TEX26,Tex26,122046,MGI:1923110,75860.0,,
TEX261,Tex261,113419,MGI:1096575,21766.0,,1.0
TEX264,Tex264,51368,MGI:1096570,21767.0,,
TEX29,Tex29,121793,MGI:1922778,75528.0,,1.0
TEX30,Tex30,93081,MGI:1922873,75623.0,,
TEX33,Tex33,339669,MGI:1920626,73376.0,,0.0
TEX35,Tex35,84066,MGI:1920685,73435.0,,
TEX36,Tex36,387718,MGI:1921058,73808.0,,0.0
TEX37,Tex37,200523,MGI:1921471,74221.0,,0.0
TEX38,Tex38,374973,MGI:1922423,75173.0,,1.0
TEX43,Tex43,389320,MGI:1914593,67343.0,,1.0
TEX44,Tex44,165100,MGI:1919113,71863.0,,
TEX45,Tex45,374877,MGI:1923656,76406.0,,
TEX46,Tex46,729059,MGI:1914913,67663.0,,
TEX47,Tex47,219557,MGI:1918170,70920.0,,
TEX48,Tex48,100505478,MGI:1922774,75524.0,,
TEX49,Tex49,255411,MGI:1921113,73863.0,,
TEX50,Tex50,730159,MGI:1922183,100502590.0,,
TEX51,Tex51,101929926,MGI:5594219,102638514.0,,
TEX52,Tex52,101929469,MGI:1918399,71149.0,,
TEX53,Tex53,105376230,MGI:3701774,670833.0,,
TEX54,Tex54,111216277,MGI:1921557,74307.0,,
TEX55,Tex55,152405,MGI:1921913,74663.0,,
TEX56P,Tex56,404220,MGI:1914011,66761.0,,
TEX9,Tex9,374618,MGI:1201610,21778.0,,
TF,Trf,7018,MGI:98821,22041.0,1.0,2.0
TFAM,Tfam,7019,MGI:107810,21780.0,1.0,2.0
TFAP2A,Tfap2a,7020,MGI:104671,21418.0,2.0,2.0
TFAP2B,Tfap2b,7021,MGI:104672,21419.0,1.0,2.0
TFAP2C,Tfap2c,7022,MGI:106032,21420.0,,1.0
TFAP2D,Tfap2d,83741,MGI:2153466,226896.0,,1.0
TFAP2E,Tfap2e,339488,MGI:2679630,332937.0,,0.0
TFAP4,Tfap4,7023,MGI:103239,83383.0,,2.0
TFB1M,Tfb1m,51106,MGI:2146851,224481.0,,2.0
TFB2M,Tfb2m,64216,MGI:107937,15278.0,,1.0
TFCP2,Tfcp2,7024,MGI:98509,21422.0,,
TFCP2L1,Tfcp2l1,29842,MGI:2444691,81879.0,,2.0
TFDP2,Tfdp2,7029,MGI:107167,211586.0,,
TFE3,Tfe3,7030,MGI:98511,209446.0,2.0,2.0
TFEB,Tfeb,7942,MGI:103270,21425.0,,2.0
TFEC,Tfec,22797,MGI:1333760,21426.0,,1.0
TFF1,Tff1,7031,MGI:88135,21784.0,,1.0
TFF2,Tff2,7032,MGI:1306805,21785.0,,1.0
TFF3,Tff3,7033,MGI:104638,21786.0,,1.0
TFG,Tfg,10342,MGI:1338041,21787.0,1.0,
TFIP11,Tfip11,24144,MGI:1930075,54723.0,,
TFPI,Tfpi,7035,MGI:1095418,21788.0,,2.0
TFPI2,Tfpi2,7980,MGI:108543,21789.0,,1.0
TFPT,Tfpt,29844,MGI:1916964,69714.0,,
TFR2,Tfr2,7036,MGI:1354956,50765.0,1.0,1.0
TFRC,Tfrc,7037,MGI:98822,22042.0,1.0,2.0
TG,Tg,7038,MGI:98733,21819.0,2.0,2.0
TGDS,Tgds,23483,MGI:1923605,76355.0,1.0,2.0
TGFA,Tgfa,7039,MGI:98724,21802.0,1.0,2.0
TGFB1,Tgfb1,7040,MGI:98725,21803.0,2.0,2.0
TGFB1I1,Tgfb1i1,7041,MGI:102784,21804.0,,1.0
TGFB2,Tgfb2,7042,MGI:98726,21808.0,1.0,2.0
TGFB3,Tgfb3,7043,MGI:98727,21809.0,2.0,2.0
TGFBI,Tgfbi,7045,MGI:99959,21810.0,1.0,2.0
TGFBR1,Tgfbr1,7046,MGI:98728,21812.0,2.0,2.0
TGFBR2,Tgfbr2,7048,MGI:98729,21813.0,2.0,2.0
TGFBR3,Tgfbr3,7049,MGI:104637,21814.0,1.0,2.0
TGFBR3L,Tgfbr3l,100507588,MGI:3833469,100044509.0,,1.0
TGFBRAP1,Tgfbrap1,9392,MGI:2447427,73122.0,,0.0
TGIF1,Tgif1,7050,MGI:1194497,21815.0,2.0,2.0
TGIF2,Tgif2,60436,MGI:1915299,228839.0,,2.0
TGM1,Tgm1,7051,MGI:98730,21816.0,1.0,1.0
TGM2,Tgm2,7052,MGI:98731,21817.0,,2.0
TGM3,Tgm3,7053,MGI:98732,21818.0,1.0,2.0
TGM4,Tgm4,7047,MGI:3027002,331046.0,,1.0
