entrez_id_human,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO,oe_lof_upper,pLI,mis_z
6941,106795.0,,,1.195,0.00093832,1.5106
6943,21412.0,,2.0,0.52,0.82553,0.78021
150921,69852.0,,,1.614,4.424e-05,0.76068
100129654,100039596.0,,,1.873,0.025682,-0.11259
22980,66855.0,,1.0,0.402,0.41572,-0.038164
6929,21423.0,2.0,2.0,0.498,0.025824,-0.22809
6925,21413.0,2.0,2.0,0.217,0.99981,4.1035
6932,21414.0,,2.0,0.712,0.0053732,0.50552
83439,21415.0,,2.0,0.447,0.36022,1.1892
6934,21416.0,1.0,2.0,0.273,0.99537,2.3994
10732,277353.0,,1.0,0.255,0.99128,1.0982
7062,99681.0,0.0,0.0,0.98,4.7135e-24,-6.6018
126637,71325.0,,0.0,1.074,0.58371,-0.53711
84260,77832.0,,1.0,1.017,1.8026e-16,0.21954
56892,69068.0,,1.0,,,
10312,27060.0,2.0,2.0,0.866,2.3981e-13,0.62686
8115,21432.0,,0.0,1.919,5.7357e-10,0.31934
6948,21452.0,1.0,,0.93,1.0478e-06,-2.1212
6949,21453.0,1.0,2.0,0.311,0.9541,0.33899
6950,21454.0,,,0.255,0.99527,1.6049
6954,21463.0,,,1.043,1.0587e-07,0.87224
55346,320554.0,,,0.647,0.0043702,1.2475
255394,216198.0,,,1.261,1.4743e-12,-0.1295
6988,102791.0,,,1.777,0.00046337,0.075983
202500,21645.0,,1.0,1.449,7.7278e-11,0.84017
79600,654470.0,2.0,1.0,1.233,1.0708e-15,0.60556
79867,67978.0,2.0,2.0,0.99,1.8379e-14,0.23716
26123,67590.0,2.0,2.0,1.04,4.1528e-12,0.83564
157739,58865.0,,,,,
6999,56720.0,,2.0,1.039,2.0378e-10,-0.22065
55775,104884.0,1.0,1.0,1.107,1.2652e-17,0.59864
51567,56196.0,1.0,1.0,1.134,1.134e-08,0.11474
56165,83561.0,,1.0,0.175,1.0,1.3963
91646,71981.0,,1.0,1.37,2.9169e-13,0.69361
81550,219249.0,,1.0,0.624,4.1011e-06,1.4321
163589,214575.0,,1.0,0.307,0.97247,1.8968
221400,210510.0,,1.0,1.216,5.4437000000000004e-45,-2.284
23424,100121.0,0.0,1.0,0.482,0.00061106,0.98849
122402,74691.0,1.0,1.0,0.649,7.2697e-15,2.3588
11022,72634.0,,1.0,0.52,0.032356,1.8046
157695,72148.0,,1.0,1.863,1.5111e-09,-1.8707
7003,21676.0,0.0,2.0,0.123,0.9998,1.6568
8463,21677.0,,1.0,0.796,1.5226e-06,0.85782
7005,21678.0,,1.0,0.264,0.99362,2.7612
7004,21679.0,,1.0,0.811,3.233e-05,1.3848
7006,21682.0,,1.0,0.687,5.3575e-08,1.6025
25851,70381.0,,1.0,0.504,2.7083e-07,1.8631
9895,104859.0,1.0,1.0,0.346,0.58003,1.7378
9524,106529.0,1.0,1.0,0.529,0.10845,1.7801
253017,243078.0,1.0,0.0,1.313,3.1983e-12,-0.41517
7007,21683.0,0.0,1.0,0.58,2.9863e-16,1.6061
6975,21684.0,,1.0,1.285,4.7666e-10,-0.12141
283643,104732.0,,2.0,,,
80178,72016.0,,1.0,,,
127671,240817.0,,,,,
7008,21685.0,,1.0,0.636,0.63291,2.1406
79736,68550.0,,1.0,0.519,0.51424,0.58423
7010,21687.0,1.0,2.0,0.179,1.0,1.3491
83659,21689.0,,,1.085,8.9486e-07,0.13224
27285,24084.0,,1.0,1.255,7.4313e-12,-0.51431
64518,71062.0,,1.0,1.46,1.9845e-17,0.20346
150483,71840.0,,1.0,1.555,5.2301e-15,-1.7096
146279,70426.0,,,1.674,3.081e-20,-1.9492
100128569,432479.0,,,,,
9894,71718.0,1.0,1.0,0.927,7.2029e-14,-0.36679
100134934,69535.0,,,1.609,0.015092,0.74215
10178,23963.0,,1.0,0.193,1.0,3.4329
57451,23964.0,,1.0,0.191,1.0,3.2996
55714,23965.0,1.0,1.0,0.264,0.99955,3.2996
26011,23966.0,0.0,2.0,0.173,1.0,2.7323
167153,100715.0,,0.0,,,
11044,210106.0,,2.0,,,
64282,214627.0,,,,,
55603,212943.0,1.0,2.0,,,
115572,100342.0,,,,,
54855,74645.0,,2.0,,,
169966,213449.0,,,,,
7011,21745.0,,0.0,0.838,4.383e-49,0.078939
374739,73407.0,,,0.985,0.0002319,0.097246
146705,78777.0,,0.0,,,
283847,320022.0,0.0,1.0,,,
145645,74401.0,0.0,1.0,,,
7013,21749.0,,2.0,0.372,0.90655,0.3718
7014,21750.0,,1.0,0.269,0.99237,2.0679
54386,57321.0,1.0,2.0,1.143,2.6683e-05,-0.029186
7015,21752.0,2.0,2.0,0.293,0.99046,4.8768
7016,21754.0,,0.0,0.278,0.99255,1.606
10420,230661.0,,0.0,0.807,4.4552e-07,0.49443
9633,17771.0,,1.0,,,
9840,67596.0,,1.0,0.792,4.6856e-06,0.7285
80312,52463.0,,2.0,0.174,1.0,1.6229
54790,214133.0,2.0,2.0,1.38,4.3334000000000004e-54,1.6183
200424,194388.0,1.0,1.0,0.086,1.0,2.878
54881,269536.0,,1.0,0.163,1.0,1.541
83639,56746.0,,1.0,1.238,0.00079525,0.068452
56159,83558.0,1.0,1.0,0.08,1.0,1.814
56158,66654.0,,1.0,1.779,0.00045664,0.29604
56155,83560.0,1.0,1.0,0.954,9.139e-36,-0.40628
56154,104271.0,1.0,1.0,0.778,4.9939e-25,-1.1527
100499435,83556.0,,,,,
55852,21763.0,,2.0,0.5,0.00014978,1.5216
441687,80384.0,,1.0,,,
647310,75671.0,,,1.924,0.00069502,0.75628
122046,75860.0,,,1.399,3.1421e-09,-1.135
113419,21766.0,,1.0,1.13,0.0012246,1.2383
51368,21767.0,,,0.741,0.16412,0.50708
121793,75528.0,,1.0,1.651,7.7723e-06,0.38588
93081,75623.0,,,1.313,0.00060198,0.3579
339669,73376.0,,0.0,1.544,1.2009e-07,-0.70405
84066,73435.0,,,1.362,9.433e-08,0.32102
387718,73808.0,,0.0,1.597,0.00021489,0.75225
200523,74221.0,,0.0,1.908,3.1157e-05,-0.6582
374973,75173.0,,1.0,1.887,2.2724e-07,0.82389
389320,67343.0,,1.0,,,
165100,71863.0,,,,,
374877,76406.0,,,,,
729059,67663.0,,,,,
219557,70920.0,,,,,
100505478,75524.0,,,,,
255411,73863.0,,,,,
730159,100502590.0,,,,,
101929926,102638514.0,,,,,
101929469,71149.0,,,,,
105376230,670833.0,,,,,
111216277,74307.0,,,,,
152405,74663.0,,,,,
404220,66761.0,,,,,
374618,21778.0,,,1.573,6.4247e-22,-0.74633
7018,22041.0,1.0,2.0,0.753,4.1001e-08,1.4633
7019,21780.0,1.0,2.0,0.61,0.17259,1.1091
7020,21418.0,2.0,2.0,0.261,0.98964,2.5857
7021,21419.0,1.0,2.0,0.259,0.99023,1.2875
7022,21420.0,,1.0,0.371,0.92204,2.4627
83741,226896.0,,1.0,0.252,0.99199,0.75022
339488,332937.0,,0.0,1.158,2.4455e-05,1.0186
7023,83383.0,,2.0,0.172,0.99731,1.5962
51106,224481.0,,2.0,1.4,6.3927e-10,0.15026
64216,15278.0,,1.0,0.953,8.7667e-06,-0.12262
7024,21422.0,,,0.676,3.5836e-06,2.775
29842,81879.0,,2.0,0.143,0.99996,1.6322
7029,211586.0,,,0.181,0.9995,1.6916
7030,209446.0,2.0,2.0,0.29,0.97985,2.1546
7942,21425.0,,2.0,0.376,0.89931,1.7693
22797,21426.0,,1.0,1.135,4.2824e-08,-0.092227
7031,21784.0,,1.0,1.906,0.00088929,-0.13391
7032,21785.0,,1.0,1.889,2.2197e-07,0.45994
7033,21786.0,,1.0,1.586,0.01591,0.51395
10342,21787.0,1.0,,0.511,0.14061,1.3311
24144,54723.0,,,0.825,1.6636e-12,1.3512
7035,21788.0,,2.0,0.564,0.2477,1.3079
7980,21789.0,,1.0,1.223,0.00084274,-0.14528
29844,69714.0,,,1.123,0.00010562,0.46224
7036,50765.0,1.0,1.0,0.767,1.2918e-09,1.145
7037,22042.0,1.0,2.0,0.581,6.9902e-05,0.60494
7038,21819.0,2.0,2.0,0.896,2.8802e-59,-1.4062
23483,76355.0,1.0,2.0,1.148,2.4826e-09,0.29997
7039,21802.0,1.0,2.0,0.558,0.71981,0.75783
7040,21803.0,2.0,2.0,0.614,0.03685,1.8642
7041,21804.0,,1.0,0.576,0.027032,1.5519
7042,21808.0,1.0,2.0,0.148,0.99905,2.1307
7043,21809.0,2.0,2.0,0.27,0.98727,1.6624
7045,21810.0,1.0,2.0,0.796,5.9686e-08,0.10185
7046,21812.0,2.0,2.0,0.383,0.85379,2.7935
7048,21813.0,2.0,2.0,0.519,0.12535,2.2437
7049,21814.0,1.0,2.0,0.499,0.0030577,1.2076
100507588,100044509.0,,1.0,1.376,0.084471,0.67415
9392,73122.0,,0.0,0.426,0.1651,1.3623
7050,21815.0,2.0,2.0,0.911,0.010454,0.17763
60436,228839.0,,2.0,1.104,0.13641,1.0697
7051,21816.0,1.0,1.0,0.93,2.2509e-13,-0.060191
7052,21817.0,,2.0,1.185,6.8118e-18,0.53569
7053,21818.0,1.0,2.0,0.686,2.9739e-06,-0.41104
7047,331046.0,,1.0,1.206,3.796e-20,0.013529
9333,74176.0,1.0,,1.436,2.4183000000000004e-25,-0.3159
343641,241636.0,1.0,1.0,1.367,1.1154e-24,-0.82014
116179,640543.0,,,1.18,7.8438e-20,0.028552
96764,116940.0,,1.0,0.908,1.1034e-12,-1.1563
7054,21823.0,1.0,2.0,0.788,1.6878e-06,0.56435
390816,71776.0,,,,,
63892,240174.0,,,0.968,4.6208e-41,-2.9637
55145,73754.0,1.0,2.0,0.489,0.80123,1.3716
57215,59016.0,,2.0,0.468,0.82624,2.1522
5612,72981.0,,0.0,,,
83591,66816.0,,,1.748,1.5504e-07,0.2193
90326,69876.0,,,1.358,0.0072819,0.20401
51078,67026.0,,,0.5,0.27636,1.9003
80764,69009.0,,,0.865,0.013291,0.38465
7056,21824.0,1.0,2.0,0.791,0.053769,0.60196
7057,21825.0,,2.0,0.235,0.99985,2.7177
7058,21826.0,,2.0,0.347,0.55641,2.2148
7059,21827.0,,1.0,0.927,2.5794999999999996e-21,1.7775
7060,21828.0,,1.0,0.922,1.5117e-18,1.2061
51298,21830.0,,1.0,1.35,5.0204e-09,-0.99269
100506564,71868.0,,1.0,1.205,2.1051e-08,1.2145
117145,75778.0,,0.0,1.612,3.8919e-07,0.084143
284486,66198.0,,1.0,1.869,3.7917e-11,0.23436
51337,223626.0,,,1.706,0.04608,0.89239
106480297,74088.0,,,,,
387357,210757.0,,1.0,0.868,1.9597e-06,-0.58292
9473,230787.0,,1.0,0.713,0.0020207,1.2365
100420484,74556.0,,,,,
54974,66628.0,1.0,1.0,1.032,5.2821e-05,0.026602
79896,208967.0,,,1.38,1.3403e-17,-0.46527
55258,232078.0,,,1.024,1.4828e-06,0.088127
9984,225160.0,,2.0,0.23,0.99955,2.5777
84321,73666.0,,1.0,0.925,0.028748,2.0454
8563,107829.0,,1.0,0.435,0.045294,1.7341
79228,386612.0,1.0,2.0,0.673,0.00047835,-0.40157
80145,66231.0,,1.0,0.821,0.0060818,1.0921
7064,50492.0,,2.0,0.641,0.0001213,1.4695
7066,21832.0,1.0,1.0,0.701,0.19714,0.41074
7067,21833.0,1.0,2.0,0.454,0.32748,3.4693
9967,230753.0,,,0.19,0.99998,2.1627
7068,21834.0,1.0,2.0,0.223,0.99676,2.5652
7069,21835.0,,1.0,1.692,0.0029238,0.27446
55901,56229.0,1.0,0.0,0.883,5.5521e-08,0.49711
79875,207596.0,1.0,,0.572,4.8082e-07,0.39929
221981,330267.0,,1.0,0.215,1.0,-0.59799
80731,210417.0,,,0.635,2.6474000000000004e-19,0.73735
79178,105663.0,,,1.549,2.7667e-06,-0.33363
55623,233802.0,1.0,,1.577,3.9721e-12,0.47645
80745,72167.0,,,1.187,1.5442e-09,-0.61705
25917,14911.0,,,1.249,8.1727e-14,-0.41431
440944,14910.0,,2.0,,,
7070,21838.0,,1.0,1.084,0.049895,0.90767
29087,77862.0,,,1.924,1.9691e-16,0.18526
7072,21841.0,1.0,1.0,0.441,0.27493,2.0692
7073,21843.0,,2.0,0.112,0.99992,3.5808
7074,21844.0,1.0,1.0,0.304,0.95662,1.6982
26230,24001.0,,0.0,0.433,3.2439e-05,1.2448
148022,106759.0,1.0,2.0,,,0.71803
353376,225471.0,,0.0,0.795,0.0025936,0.83148
90381,77011.0,,1.0,0.599,7.2142e-14,-1.4514
7075,21846.0,1.0,2.0,0.885,1.2446000000000002e-19,1.5116
92610,211550.0,,,1.15,0.12501,0.89463
497189,212937.0,,1.0,1.945,1.4279e-05,-0.068993
57103,319801.0,,2.0,,,
166815,68140.0,,,0.875,5.29e-05,0.48602
220359,332359.0,,1.0,1.492,2.63e-10,0.82214
201798,403175.0,,,1.256,5.3397e-08,0.15578
84948,105734.0,,,0.908,0.0011744,1.7303
201633,100043314.0,,1.0,1.05,0.017915,-0.041972
91937,276891.0,,1.0,1.336,2.6444e-10,-0.36333
8914,21853.0,1.0,0.0,0.977,9.8476e-35,0.065551
26519,30059.0,,,1.847,0.0014821,0.92265
26515,14356.0,,0.0,1.915,8.5093e-07,-0.49281
26517,30055.0,,2.0,1.554,0.062511,-0.34905
10440,21854.0,,,0.681,0.21724,0.48662
10245,21855.0,,,0.906,0.085414,1.3146
29090,67105.0,,,1.146,9.3324e-05,0.0078284
29928,56322.0,1.0,1.0,1.638,3.9658e-05,-0.21954
90580,69773.0,,,,,
10469,21856.0,,,0.597,0.0015924,0.23168
92609,66525.0,1.0,1.0,0.646,0.0017835,0.04232
1678,30058.0,1.0,1.0,0.872,0.65195,1.1492
26521,30057.0,,,1.797,0.0086544,-0.57835
26520,30056.0,,,1.464,0.020827,0.64454
51300,76916.0,2.0,1.0,1.268,1.1142e-08,0.0043906
7076,21857.0,,2.0,0.784,0.4993,1.0267
7077,21858.0,,2.0,0.499,0.78893,1.6055
7078,21859.0,0.0,2.0,0.533,0.63037,1.8285
7079,110595.0,,2.0,1.114,0.00038342,-0.60659
27283,26944.0,,,1.419,3.4300000000000004e-25,-1.1689
64129,94242.0,,1.0,0.636,0.00032933,1.272
257000,100504425.0,,,,,
26277,28113.0,2.0,2.0,0.671,0.0012666,0.72531
25976,99929.0,,2.0,0.113,0.99991,1.7319
54962,66131.0,,,1.047,0.00016045,0.29969
261726,226591.0,,1.0,0.338,0.95372,1.7975
114609,117149.0,,1.0,1.656,0.00076118,-0.27442
93643,74094.0,,,0.873,1.7649e-05,0.43425
7082,21872.0,,2.0,0.071,1.0,1.5417
9414,21873.0,1.0,2.0,0.635,3.236e-11,0.5671
27134,27375.0,,,1.078,6.7101e-23,-0.66953
7083,21877.0,,2.0,0.781,0.13731,1.3116
7084,57813.0,2.0,2.0,1.186,3.9054e-07,0.15251
26007,225913.0,1.0,,,,
7086,21881.0,1.0,2.0,0.563,0.006748,1.6588
8277,83553.0,,1.0,0.142,0.99933,-0.84515
84076,74419.0,,,1.172,1.1378e-07,0.045944
116238,68385.0,,,1.113,0.0044281,0.2321
727910,380712.0,,,1.696,6.0895e-06,0.69298
79850,116972.0,,,,,
83723,68952.0,1.0,1.0,,,
148534,99887.0,,,,,
219902,235300.0,,1.0,,,
140711,383766.0,,0.0,0.826,0.016515,-0.29712
7088,21885.0,,0.0,0.239,0.99922,2.7371
7089,21886.0,,,0.682,1.643e-07,0.82971
7090,21887.0,,2.0,0.073,1.0,3.7217
7091,21888.0,,2.0,0.15,0.99999,3.5952
166,14797.0,,2.0,,,
79816,114606.0,0.0,1.0,0.685,3.0216e-06,0.062317
102723796,102638837.0,,,,,
9874,228012.0,,1.0,0.165,0.99999,3.564
11011,24086.0,1.0,1.0,0.114,1.0,4.4909
7092,21892.0,1.0,2.0,0.37,0.17306,0.93962
7093,24087.0,,0.0,1.151,2.1374e-31,0.4468
7094,21894.0,,2.0,0.128,1.0,4.6725
83660,70549.0,,1.0,0.279,0.99231,1.4106
59274,80889.0,,,,,
7096,21897.0,,1.0,1.851,5.8704e-23,-0.70157
100131451,384059.0,,1.0,,,
7097,24088.0,1.0,2.0,0.933,1.0152e-06,0.40678
7098,142980.0,1.0,2.0,0.801,1.6349e-07,0.5139
7099,21898.0,2.0,2.0,0.992,4.6131e-09,0.64657
7100,53791.0,,2.0,1.382,2.4773e-13,0.39224
10333,21899.0,,1.0,0.847,2.2508e-05,0.93614
51284,170743.0,1.0,2.0,0.305,0.97912,3.0132
51311,170744.0,1.0,1.0,0.486,0.32401,3.0832
54106,81897.0,,2.0,0.737,9.8117e-06,2.2728
3195,21908.0,,1.0,0.539,0.74161,1.9272
3196,21909.0,,1.0,0.829,0.2548,0.49472
30012,27140.0,,1.0,0.822,0.25993,1.3997
83941,94043.0,,1.0,1.115,0.00010999,0.12784
83877,69742.0,,1.0,1.017,0.0064454,0.47978
80213,68634.0,,1.0,1.69,7.9392e-09,-0.74253
4071,17112.0,,,1.073,0.0015619,-0.013694
116211,277203.0,,,1.537,2.9569e-06,0.69828
79853,66261.0,1.0,1.0,1.634,0.0001862,-0.39573
7104,229302.0,,0.0,1.618,7.2513e-08,-0.18077
9032,75604.0,,0.0,0.97,0.0079243,0.79464
53346,107769.0,,,1.047,1.0194e-07,0.99906
53345,107770.0,,1.0,0.921,3.6097e-05,0.78074
7108,73166.0,,2.0,1.017,1.366e-07,0.40412
51768,67623.0,,,0.84,9.558e-08,0.89331
10548,74140.0,,,0.897,1.4793e-07,2.1127
9375,68059.0,,1.0,0.079,1.0,3.2749
56889,107358.0,,1.0,0.09,0.99999,3.5134
9777,99237.0,,1.0,0.25,0.999,2.9598
55319,66282.0,,,1.14,9.6522e-05,0.36363
51372,66167.0,,,1.748,0.0023931,-0.10234
64114,69660.0,,1.0,1.117,1.3647e-08,0.68348
51643,68212.0,,,1.487,3.8876e-06,0.51056
7009,110213.0,,1.0,0.703,0.015024,0.59293
105375396,75010.0,,0.0,,,
117531,13409.0,0.0,1.0,0.975,9.1808e-19,0.85843
117532,192140.0,,1.0,1.151,2.083e-27,0.22566
342125,233424.0,,,1.034,3.8941e-22,0.5143
147798,353499.0,,,1.005,1.7195e-13,1.0692
79838,74424.0,,0.0,0.604,6.9877e-08,0.6534
11322,217353.0,1.0,1.0,0.753,5.8557e-10,0.23084
79905,209760.0,,2.0,0.825,4.5498e-10,1.2582
147138,217356.0,1.0,1.0,1.124,1.1401e-14,0.56575
23023,330401.0,,,0.386,0.84526,3.0624
9911,68875.0,,2.0,0.494,0.29466,2.2343
57458,319880.0,,,0.956,2.7391e-05,0.92343
54499,68944.0,2.0,2.0,1.362,9.41e-10,1.0299
127391,69469.0,,0.0,1.566,5.4723e-05,0.40972
55002,234076.0,,1.0,1.197,4.936e-16,0.30802
255104,77056.0,,,1.305,1.6674e-20,0.18135
145942,67356.0,,,1.038,4.4861e-06,0.02248
100652857,75275.0,,,,,
55374,71983.0,,1.0,0.997,1.2724e-09,0.42996
112163659,118568222.0,,,,,
11018,17083.0,,,1.7,1.1564e-06,0.52143
100379220,67366.0,,,,,
10959,56334.0,,1.0,0.414,0.89231,1.9096
23423,66111.0,,0.0,0.985,0.022622,0.30307
222068,103694.0,,,0.659,0.24339,0.73819
50999,73130.0,,,1.741,5.2721e-09,0.66627
146456,66269.0,,1.0,1.161,8.6323e-05,-0.52313
283578,382620.0,,,0.711,0.085258,1.0119
54732,67511.0,,,0.824,0.0059542,0.92919
23671,56363.0,,1.0,0.739,7.3885e-05,1.5997
55273,67888.0,,2.0,1.246,0.53437,0.7934
84336,76547.0,,,1.049,0.0017385,1.2142
284114,380705.0,,1.0,1.121,8.5749e-06,0.92108
54868,320534.0,,1.0,0.796,3.8156e-05,0.35184
113277,217203.0,,,1.481,1.8357e-07,0.58266
54664,71900.0,1.0,2.0,0.604,0.32576,0.91665
79022,380967.0,,,1.399,1.5025e-08,0.4396
84314,66910.0,2.0,2.0,1.902,3.0521e-08,1.0905
66000,81907.0,,2.0,0.187,0.99555,0.66665
79073,68539.0,,1.0,1.188,7.507e-05,0.48873
8834,216821.0,,1.0,0.434,0.87922,1.3494
283953,74720.0,,0.0,1.818,0.033213,-0.36001
11070,56395.0,,1.0,0.495,0.79454,1.482
89894,77462.0,,1.0,1.454,5.1196e-13,0.85327
84216,320709.0,,,0.831,2.9608e-06,1.5599
338773,231633.0,,1.0,0.946,0.62503,0.29449
83862,215210.0,,0.0,,,
144404,330189.0,,,0.611,0.0071229,0.96626
80757,69195.0,,,0.674,0.59413,2.7278
27439,94047.0,,1.0,,,
114908,71929.0,,,0.623,0.64643,-0.51317
128218,230678.0,,,1.965,1.0028e-06,0.53519
84233,66271.0,1.0,1.0,1.326,0.002157,-0.5669
55863,68472.0,2.0,1.0,1.635,0.00018551,-0.17917
55654,69470.0,1.0,1.0,1.154,0.012865,0.44804
85013,66309.0,,,1.616,0.00019994,0.38074
92305,68366.0,,1.0,1.758,2.3074e-11,0.92521
222865,243339.0,,,1.246,1.4003e-08,0.45171
23505,56030.0,,1.0,0.244,0.99995,2.0812
23240,229473.0,,1.0,,,
54972,98170.0,,2.0,0.802,2.041e-09,0.79643
114795,208151.0,,1.0,0.253,0.99876,1.4719
92293,208213.0,,,0.387,0.63879,1.8312
121256,243274.0,,,0.232,0.99907,0.67934
124842,270893.0,0.0,,0.644,4.4887e-05,1.3417
80194,66990.0,,,1.877,2.0372e-10,-0.39844
65084,72759.0,,1.0,0.39,0.7786,1.561
51524,72982.0,1.0,1.0,1.106,0.047034,0.47268
135932,109218.0,,,1.345,0.0075458,-0.21428
55281,68487.0,,,1.632,0.053997,0.073388
85014,51875.0,,,1.551,0.0010816,-0.18951
55260,70209.0,,,1.425,3.7891e-12,0.20533
55314,70652.0,,,1.355,4.3842e-11,-0.09985
284339,330485.0,,1.0,0.809,1.4675e-07,0.85414
10430,69804.0,1.0,1.0,1.071,0.00014005,0.48534
28978,75712.0,,0.0,1.41,0.023377,0.63491
129303,232086.0,,,0.769,0.023588,1.4229
284417,330460.0,,2.0,1.719,3.5074e-08,-0.26578
441027,231503.0,,,0.867,0.013116,1.5243
256472,381199.0,,,0.943,0.0029247,2.665
441151,210573.0,,0.0,0.642,0.13582,3.4198
201799,320782.0,,,1.613,3.8695e-07,-0.87737
80008,243025.0,,,1.657,3.3366e-10,-0.19308
25907,72309.0,,,1.737,0.14862,1.0922
54958,69094.0,,1.0,1.276,0.099858,1.0566
54929,234371.0,,,0.821,1.1047e-06,0.57361
153396,72745.0,,1.0,0.721,1.2449e-05,1.1923
81615,72160.0,,2.0,0.851,0.039734,1.7669
84187,209497.0,,,0.329,0.94373,2.3633
55858,21982.0,1.0,1.0,0.63,0.28339,1.3658
153339,66074.0,,0.0,1.793,0.00042515,0.41084
56900,67495.0,,,0.792,0.68405,0.80588
64418,101118.0,,,0.649,0.0042658,0.88985
92691,271711.0,,,0.888,0.011752,0.29853
200728,103765.0,,,1.262,0.0094291,0.4094
124491,66817.0,,,1.933,5.716e-07,-0.50497
100113407,621976.0,,,0.585,0.78657,1.2426
134285,380863.0,,,1.874,7.7679e-09,-0.17229
134288,68344.0,,1.0,0.979,0.17659,-0.11736
84286,72392.0,,1.0,1.131,3.0549e-09,-0.55494
55365,66058.0,,,0.933,0.0093723,0.76879
28959,65963.0,,1.0,1.753,1.4172e-10,-0.23144
80775,66343.0,,0.0,1.279,0.0089914,0.31812
130733,68027.0,,1.0,0.513,0.66946,1.7905
100507421,434008.0,,1.0,0.336,0.95458,2.3152
388021,104885.0,,,0.803,0.67923,0.93064
374395,67706.0,,,1.182,0.00098906,-0.8429
129787,211986.0,,1.0,1.317,0.0022182,0.0083866
57583,77106.0,,1.0,0.521,0.0074859,0.024991
130827,381339.0,,,0.785,0.05562,0.092044
202915,231832.0,,,1.37,3.66e-11,-0.50279
25829,223693.0,,2.0,0.514,0.37295,2.0629
55751,234463.0,,,0.517,0.068601,2.5741
84548,236848.0,1.0,,1.074,0.016569,1.1509
79134,226351.0,,,0.28,0.96815,1.7104
25880,66690.0,,,1.578,5.1994e-05,-1.2525
55266,67226.0,,,0.845,0.0052014,0.41747
147744,78052.0,,,1.501,0.0012621,0.20556
201931,73067.0,,,1.287,2.9274e-06,-0.075642
256130,217951.0,,,1.757,4.2115e-06,0.21336
130612,319998.0,,0.0,0.563,0.40662,1.0349
440104,73827.0,,0.0,,,
147007,195040.0,1.0,,1.46,1.9938e-05,-0.2462
114801,77220.0,,,0.447,0.85062,0.66215
399474,623230.0,,,1.379,0.0018333,0.23518
645369,622645.0,,,1.241,0.10617,-0.10112
199953,230917.0,,,0.286,0.99004,1.3273
338949,73893.0,,,1.513,2.9827e-08,0.22951
94107,227615.0,,2.0,0.922,0.63351,1.8063
79652,407831.0,,1.0,0.381,0.91273,0.99415
374882,235043.0,,,0.912,0.030328,0.31146
131920,100043057.0,,,1.945,4.2258e-11,-0.4656
29100,66320.0,,,1.081,0.0015059,0.56862
84928,72649.0,,2.0,1.006,6.0536e-13,0.7462
100505993,78217.0,,,0.891,0.64464,0.2089
389177,208613.0,,0.0,1.797,1.833e-08,1.037
155006,77522.0,,,1.36,0.086669,0.24162
54867,68796.0,,,0.804,6.4957e-10,0.73109
401498,320500.0,,,1.576,0.0041235,0.8195
51259,68642.0,2.0,,1.37,0.0018855,0.49118
219854,66279.0,1.0,1.0,1.826,0.0016754,0.74441
124446,68742.0,,1.0,1.47,8.1671e-05,0.24201
388335,338369.0,,,1.681,1.3033e-06,0.63742
100130519,434325.0,,,1.848,0.0067947,0.80169
84065,52174.0,1.0,1.0,1.485,3.9417e-06,0.43564
79064,66836.0,,,1.812,1.5027e-05,-0.46826
338661,75667.0,,2.0,1.419,0.0016225,0.33698
730130,319832.0,,,0.555,0.58955,0.88969
161145,268567.0,,,1.129,0.13003,1.6941
29058,70612.0,,,1.641,0.00018056,0.36031
79583,234740.0,2.0,1.0,1.213,3.1399e-07,-0.41071
642987,381107.0,,,1.078,7.9307e-12,0.066225
387890,545798.0,,,1.334,0.090614,0.75589
56063,76799.0,,1.0,1.872,4.7801e-08,0.2862
283999,546519.0,,,1.388,0.00045831,0.49175
653567,625286.0,,,1.922,0.017249,0.25673
65062,381259.0,2.0,2.0,1.246,1.8704e-12,0.094482
388564,664968.0,,,1.887,0.29387,0.69515
100289255,71576.0,,,,,
100288797,66766.0,,,1.567,0.0010286,0.42141
339453,381582.0,1.0,1.0,0.87,0.22904,1.5461
85019,338363.0,,0.0,0.952,8.471e-07,0.24224
729515,70544.0,,,1.595,4.8272e-05,0.24638
79161,652925.0,,,1.903,1.0471e-06,0.11513
23731,242474.0,,,0.593,3.6257e-06,1.2433
388946,78469.0,,,1.659,3.6077e-05,-0.21554
55069,71667.0,,2.0,0.477,0.7422,1.2248
340393,666504.0,,,0.85,0.10458,0.885
84866,71687.0,,,1.558,2.6304e-11,0.31052
90120,109299.0,,,,,
169693,226040.0,,,1.541,0.19897,-0.22953
643382,619301.0,,,1.67,1.3919e-06,0.5927
80195,66039.0,,,1.483,0.0013335,-0.31851
55026,245386.0,,0.0,0.982,0.0024035,0.27418
348013,272465.0,,1.0,1.689,7.7218e-12,-0.17873
254863,69186.0,,1.0,1.713,0.00061452,0.18315
746,69038.0,,1.0,1.807,0.0018504,0.36325
91304,216157.0,,,0.241,0.99408,1.2789
219623,327766.0,,,1.362,2.0721e-08,-0.59886
54916,218989.0,1.0,1.0,1.118,4.729900000000001e-19,-0.74092
100130348,433215.0,,,1.853,0.0002911,0.82751
90488,103266.0,,,,,
100862671,105180375.0,,,,,
123591,244886.0,,0.0,,,
64417,633640.0,,,,,
203197,230279.0,,,,,
100129924,75180.0,,,,,
135886,76629.0,2.0,,,,
112441426,115490131.0,,,,,
170371,69069.0,,1.0,,,
