	gene_human	entrez_id_human	gene_mouse	MGI	MP
24337	TNFRSF25	8718	Tnfrsf25	MGI:1934667	MP:0005379, MP:0005384, MP:0005387, MP:0005397
24338	TNFRSF4	7293	Tnfrsf4	MGI:104512	MP:0005384, MP:0005387, MP:0005397
24339	TNFRSF8	943	Tnfrsf8	MGI:99908	MP:0005379, MP:0005387, MP:0005397
24340	TNFRSF9	3604	Tnfrsf9	MGI:1101059	MP:0005376, MP:0005379, MP:0005384, MP:0005387, MP:0005397, MP:0010768
24341	TNFSF10	8743	Tnfsf10	MGI:107414	MP:0002006, MP:0005370, MP:0005376, MP:0005379, MP:0005387, MP:0005390, MP:0005397, MP:0010768
24342	TNFSF11	8600	Tnfsf11	MGI:1100089	MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005382, MP:0005384, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24343	TNFSF12	8742	Tnfsf12	MGI:1196259	MP:0005370, MP:0005378, MP:0005384, MP:0005387, MP:0005397
24344	TNFSF12	8742	Tnfsfm13	MGI:3845075	
24345	TNFSF12-TNFSF13	407977	Tnfsf12	MGI:1196259	MP:0005370, MP:0005378, MP:0005384, MP:0005387, MP:0005397
24346	TNFSF12-TNFSF13	407977	Tnfsfm13	MGI:3845075	
24347	TNFSF13	8741	Tnfsf13	MGI:1916833	MP:0005384, MP:0005387, MP:0005390, MP:0005397
24348	TNFSF13B	10673	Tnfsf13b	MGI:1344376	MP:0002006, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005397, MP:0010768
24349	TNFSF14	8740	Tnfsf14	MGI:1355317	MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010771
24350	TNFSF15	9966	Tnfsf15	MGI:2180140	MP:0005376, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005397, MP:0010771
24351	TNFSF18	8995	Tnfsf18	MGI:2673064	MP:0005397
24352	TNFSF4	7292	Tnfsf4	MGI:104511	MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005397
24353	TNFSF8	944	Tnfsf8	MGI:88328	MP:0005367, MP:0005379, MP:0005387, MP:0005389, MP:0010771
24354	TNFSF9	8744	Tnfsf9	MGI:1101058	MP:0005378, MP:0005387, MP:0005389, MP:0005397, MP:0010768
24355	TNIK	23043	Tnik	MGI:1916264	MP:0002006, MP:0003631, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005390
24356	TNIP1	10318	Tnip1	MGI:1926194	MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768, MP:0010771
24357	TNIP2	79155	Tnip2	MGI:2386643	MP:0005387, MP:0005397
24358	TNIP3	79931	Tnip3	MGI:3041165	
24359	TNK1	8711	Tnk1	MGI:1930958	MP:0002006, MP:0005370, MP:0005375, MP:0005379, MP:0005381, MP:0005388, MP:0010771
24360	TNK2	10188	Tnk2	MGI:1858308	MP:0005387, MP:0005391
24361	TNKS	8658	Tnks	MGI:1341087	MP:0003631, MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005390, MP:0005391, MP:0005397
24362	TNKS1BP1	85456	Tnks1bp1	MGI:2446193	MP:0005376, MP:0005386
24363	TNKS2	80351	Tnks2	MGI:1921743	MP:0005375, MP:0005378, MP:0005384, MP:0005386, MP:0010768
24364	TNMD	64102	Tnmd	MGI:1929885	MP:0005369, MP:0005390
24365	TNN	63923	Tnn	MGI:2665790	MP:0005375, MP:0005376, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0010768
24366	TNNC1	7134	Tnnc1	MGI:98779	MP:0003631, MP:0005369, MP:0005378, MP:0005379, MP:0005380, MP:0005385, MP:0005386, MP:0010768
24367	TNNC2	7125	Tnnc2	MGI:98780	
24368	TNNI1	7135	Tnni1	MGI:105073	MP:0005371, MP:0005390, MP:0010768
24369	TNNI2	7136	Tnni2	MGI:105070	MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005390, MP:0010768, MP:0010771
24370	TNNI3	7137	Tnni3	MGI:98783	MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0010768
24371	TNNI3K	51086	Tnni3k	MGI:2443276	MP:0005369, MP:0005376, MP:0005384, MP:0005385
24372	TNNT1	7138	Tnnt1	MGI:1333868	MP:0005369
24373	TNNT2	7139	Tnnt2	MGI:104597	MP:0003631, MP:0005369, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005387, MP:0010768
24374	TNNT3	7140	Tnnt3	MGI:109550	MP:0005367, MP:0005369, MP:0005370, MP:0005371, MP:0005378, MP:0005385, MP:0005390, MP:0010768
24375	TNP1	7141	Tnp1	MGI:98784	MP:0005384, MP:0005389
24376	TNP2	7142	Tnp2	MGI:98785	MP:0005384, MP:0005389
24377	TNPO1	3842	Tnpo1	MGI:2681523	
24378	TNPO2	30000	Tnpo2	MGI:2384849	
24379	TNPO3	23534	Tnpo3	MGI:1196412	MP:0010768
24380	TNR	7143	Tnr	MGI:99516	MP:0003631, MP:0005376, MP:0005378, MP:0005386, MP:0005387, MP:0005397
24381	TNRC18	84629	Tnrc18	MGI:3648294	
24382	TNRC6A	27327	Tnrc6a	MGI:2385292	MP:0005380, MP:0005384, MP:0005397, MP:0010768, MP:0010771
24383	TNRC6B	23112	Tnrc6b	MGI:2443730	MP:0003631, MP:0005378, MP:0005386, MP:0005389, MP:0005390, MP:0010768
24384	TNRC6C	57690	Tnrc6c	MGI:2443265	MP:0005376, MP:0005388, MP:0010768
24385	TNS1	7145	Tns1	MGI:104552	MP:0005367, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389
24386	TNS2	23371	Tns2	MGI:2387586	MP:0005367, MP:0005375, MP:0005376, MP:0005381, MP:0005387, MP:0005389, MP:0005397, MP:0010768
24387	TNS3	64759	Tns3	MGI:2443012	MP:0005376, MP:0005378, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768
24388	TNS4	84951	Tns4	MGI:2144377	
24389	TNXB	7148	Tnxb	MGI:1932137	MP:0002006, MP:0005376, MP:0005378, MP:0005385, MP:0005387, MP:0005397, MP:0010768, MP:0010771
24390	TOB1	10140	Tob1	MGI:1349721	MP:0005384, MP:0005390
24391	TOB2	10766	Tob2	MGI:1888525	MP:0005384, MP:0005387, MP:0005390, MP:0005397
24392	TOE1	114034	Toe1	MGI:1915526	MP:0005367, MP:0005376, MP:0005386, MP:0010768
24393	TOGARAM1	23116	Togaram1	MGI:2684313	MP:0003631, MP:0005371, MP:0005378, MP:0005380, MP:0005382, MP:0005385, MP:0005391, MP:0010768
24394	TOGARAM2	165186	Togaram2	MGI:2443498	
24395	TOLLIP	54472	Tollip	MGI:1891808	MP:0005376, MP:0005387
24396	TOM1	10043	Tom1	MGI:1338026	MP:0010768
24397	TOM1L1	10040	Tom1l1	MGI:1919193	
24398	TOM1L2	146691	Tom1l2	MGI:2443306	MP:0002006, MP:0003631, MP:0005367, MP:0005375, MP:0005378, MP:0005379, MP:0005382, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010771
24399	TOMM20	9804	Tomm20	MGI:1915202	MP:0005386, MP:0005387, MP:0005397, MP:0010768
24400	TOMM20L	387990	Tomm20l	MGI:1922516	
24401	TOMM22	56993	Tomm22	MGI:2450248	MP:0005397, MP:0010768
24402	TOMM34	10953	Tomm34	MGI:1914395	
24403	TOMM40	10452	Tomm40	MGI:1858259	MP:0005386, MP:0005391, MP:0005397, MP:0010768
24404	TOMM40L	84134	Tomm40l	MGI:3589112	
24405	TOMM5	401505	Tomm5	MGI:1915762	MP:0005379, MP:0005385, MP:0005387, MP:0005388, MP:0005397, MP:0010768
24406	TOMM6	100188893	Tomm6	MGI:1913369	MP:0005378, MP:0005379, MP:0005381, MP:0005385, MP:0005386, MP:0005387
24407	TOMM7	54543	Tomm7	MGI:1913419	MP:0003631, MP:0005378, MP:0005384, MP:0005385, MP:0010768
24408	TOMM70	9868	Tomm70a	MGI:106295	MP:0010768
24409	TOMT	120356740	Lrrc51	MGI:1916608	MP:0005385, MP:0005391, MP:0010771
24410	TOMT	120356740	Tomt	MGI:3769724	MP:0003631, MP:0005377, MP:0005378, MP:0005386
24411	TONSL	4796	Tonsl	MGI:1919999	MP:0005378, MP:0005380, MP:0005385, MP:0005391, MP:0010768
24412	TOP1	7150	Top1	MGI:98788	MP:0010768
24413	TOP1MT	116447	Top1mt	MGI:1920210	MP:0005370, MP:0005376, MP:0005384
24414	TOP2A	7153	Top2a	MGI:98790	MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24415	TOP2B	7155	Top2b	MGI:98791	MP:0001186, MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768
24416	TOP3A	7156	Top3a	MGI:1197527	MP:0005380, MP:0005384, MP:0005386, MP:0005391, MP:0010768
24417	TOP3B	8940	Top3b	MGI:1333803	MP:0005367, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005397, MP:0010768, MP:0010771
24418	TOPAZ1	375337	Topaz1	MGI:3779933	MP:0005379, MP:0005384, MP:0005389
24419	TOPBP1	11073	Topbp1	MGI:1920018	MP:0003631, MP:0005380, MP:0005384, MP:0010768
24420	TOPORS	10210	Topors	MGI:2146189	MP:0005377, MP:0005386, MP:0005389
24421	TOPORSLP	347281	Toporsl	MGI:1915524	MP:0005378, MP:0005385
24422	TOR1A	1861	Tor1a	MGI:1353568	MP:0003631, MP:0005369, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005391, MP:0010768
24423	TOR1AIP1	26092	Tor1aip1	MGI:3582693	MP:0005384, MP:0010768
24424	TOR1AIP2	163590	Tor1aip2	MGI:3582695	
24425	TOR1B	27348	Tor1b	MGI:1353605	
24426	TOR2A	27433	Tor2a	MGI:1353596	
24427	TOR3A	64222	Tor3a	MGI:1353652	
24428	TOR4A	54863	Tor4a	MGI:2442720	
24429	TOX	9760	Tox	MGI:2181659	MP:0003631, MP:0005376, MP:0005377, MP:0005378, MP:0005381, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397
24430	TOX2	84969	Tox2	MGI:3611233	MP:0005371, MP:0005375, MP:0005386, MP:0005390, MP:0005397
24431	TOX3	27324	Tox3	MGI:3039593	MP:0005386, MP:0010768
24432	TOX4	9878	Tox4	MGI:1915389	MP:0005376, MP:0005378, MP:0005380, MP:0010768
24433	TP53	7157	Trp53	MGI:98834	MP:0001186, MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005371, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24434	TP53BP1	7158	Trp53bp1	MGI:1351320	MP:0002006, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005389, MP:0005397, MP:0010768
24435	TP53BP2	7159	Trp53bp2	MGI:2138319	MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768
24436	TP53COR1	102800311	Trp53cor1	MGI:3801771	MP:0005386
24437	TP53I11	9537	Trp53i11	MGI:2670995	MP:0005376
24438	TP53I13	90313	Trp53i13	MGI:1915125	
24439	TP53INP1	94241	Trp53inp1	MGI:1926609	MP:0002006, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0010768
24440	TP53INP2	58476	Trp53inp2	MGI:1915978	MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005389, MP:0005391, MP:0010771
24441	TP53RK	112858	Trp53rka	MGI:1918294	
24442	TP53RK	112858	Trp53rkb	MGI:1914050	
24443	TP53TG5	27296	Trp53tg5	MGI:1920853	
24444	TP63	8626	Trp63	MGI:1330810	MP:0002006, MP:0005367, MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005394, MP:0010768, MP:0010771
24445	TP73	7161	Trp73	MGI:1336991	MP:0002006, MP:0003631, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768
24446	TPBG	7162	Tpbg	MGI:1341264	MP:0003631, MP:0005384, MP:0010768
24447	TPBGL	100507050	Tpbgl	MGI:3646425	
24448	TPCN1	53373	Tpcn1	MGI:2182472	MP:0005367, MP:0005376, MP:0005397
24449	TPCN2	219931	Tpcn2	MGI:2385297	MP:0005376, MP:0005379, MP:0005387, MP:0005397
24450	TPD52	7163	Tpd52	MGI:107749	
24451	TPD52L1	7164	Tpd52l1	MGI:1298386	MP:0005376
24452	TPD52L2	7165	Tpd52l2	MGI:1913564	MP:0005370, MP:0005378
24453	TPD52L3	89882	Trpd52l3	MGI:1913995	
24454	TPGS1	91978	Tpgs1	MGI:106618	MP:0005375, MP:0005384, MP:0005386, MP:0005389
24455	TPGS2	25941	Tpgs2	MGI:1913898	MP:0005376, MP:0005386, MP:0005389, MP:0005390, MP:0005397
24456	TPH1	7166	Tph1	MGI:98796	MP:0005369, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0005390, MP:0010771
24457	TPH2	121278	Tph2	MGI:2651811	MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24458	TPI1	7167	Tpi1	MGI:98797	MP:0005376, MP:0005378, MP:0005387, MP:0005397, MP:0010768
24459	TPK1	27010	Tpk1	MGI:1352500	MP:0005378, MP:0005380, MP:0005391, MP:0010768
24460	TPM1	7168	Tpm1	MGI:98809	MP:0005369, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005386, MP:0005388, MP:0010768
24461	TPM2	7169	Tpm2	MGI:98810	MP:0005376, MP:0005391, MP:0010768
24462	TPM3	7170	Tpm3	MGI:1890149	MP:0005369, MP:0010768
24463	TPM4	7171	Tpm4	MGI:2449202	
24464	TPMT	7172	Tpmt	MGI:98812	MP:0005376, MP:0005378, MP:0005397, MP:0010768
24465	TPO	7173	Tpo	MGI:98813	MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005382, MP:0005386, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24466	TPP1	1200	Tpp1	MGI:1336194	MP:0003631, MP:0005369, MP:0005376, MP:0005384, MP:0005386, MP:0005388, MP:0010768
24467	TPP2	7174	Tpp2	MGI:102724	MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005397, MP:0010768, MP:0010771
24468	TPPP	11076	Tppp	MGI:1920198	MP:0003631, MP:0005376, MP:0005386, MP:0005397
24469	TPPP2	122664	Tppp2	MGI:2684923	MP:0005384, MP:0005389
24470	TPPP3	51673	Tppp3	MGI:1915221	
24471	TPR	7175	Tpr	MGI:1922066	MP:0010768
24472	TPRA1	131601	Tpra1	MGI:1345190	
24473	TPRG1	285386	Tprg	MGI:1918588	MP:0005370, MP:0005378, MP:0005379, MP:0005391, MP:0010768
24474	TPRG1L	127262	Tprgl	MGI:1915058	
24475	TPRKB	51002	Tprkb	MGI:1917036	MP:0010768
24476	TPRN	286262	Tprn	MGI:2139535	MP:0003631, MP:0005377, MP:0005386
24477	TPSAB1	7177	Tpsab1	MGI:96943	MP:0005384, MP:0005387, MP:0005397
24478	TPSAB1	7177	Tpsb2	MGI:96942	MP:0005384, MP:0005387, MP:0005390, MP:0005397
24479	TPSB2	64499	Tpsab1	MGI:96943	MP:0005384, MP:0005387, MP:0005397
24480	TPSB2	64499	Tpsb2	MGI:96942	MP:0005384, MP:0005387, MP:0005390, MP:0005397
24481	TPSD1	23430	Tpsab1	MGI:96943	MP:0005384, MP:0005387, MP:0005397
24482	TPSD1	23430	Tpsb2	MGI:96942	MP:0005384, MP:0005387, MP:0005390, MP:0005397
24483	TPSG1	25823	Tpsg1	MGI:1349391	MP:0005381, MP:0005387, MP:0005388, MP:0010768
24484	TPST1	8460	Tpst1	MGI:1298231	MP:0005378, MP:0005386, MP:0005389
24485	TPST2	8459	Tpst2	MGI:1309516	MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005389
24486	TPT1	7178	Tpt1	MGI:104890	MP:0005378, MP:0005380, MP:0005384, MP:0010768
24487	TPT1P8	59347	Tpt1	MGI:104890	MP:0005378, MP:0005380, MP:0005384, MP:0010768
24488	TPTE	7179	Tpte	MGI:2446460	MP:0005384, MP:0005389
24489	TPTE2	93492	Tpte	MGI:2446460	MP:0005384, MP:0005389
24490	TPTEP2-CSNK1E	102800317	Csnk1e	MGI:1351660	MP:0003631, MP:0005386
24491	TPX2	22974	Tpx2	MGI:1919369	MP:0002006, MP:0003631, MP:0005370, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005397, MP:0010768
24492	TRA	6955	Trac	MGI:4439838	
24493	TRA2A	29896	Tra2a	MGI:1933972	MP:0005387, MP:0005397, MP:0010768
24494	TRA2B	6434	Tra2b	MGI:106016	MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0010768
24495	TRABD	80305	Trabd	MGI:1915226	MP:0005379
24496	TRABD2B	388630	Trabd2b	MGI:3650152	MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005382, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0005397
24497	TRAC	28755	Trac	MGI:4439838	
24498	TRADD	8717	Tradd	MGI:109200	MP:0005376, MP:0005384, MP:0005387, MP:0005397
24499	TRAF1	7185	Traf1	MGI:101836	MP:0005384, MP:0005387, MP:0005397
24500	TRAF2	7186	Traf2	MGI:101835	MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768
24501	TRAF3	7187	Traf3	MGI:108041	MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005397, MP:0010768
24502	TRAF3IP1	26146	Traf3ip1	MGI:1921269	MP:0003631, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005391, MP:0010768
24503	TRAF3IP2	10758	Traf3ip2	MGI:2143599	MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24504	TRAF3IP3	80342	Traf3ip3	MGI:2441706	MP:0005379, MP:0005387, MP:0005397
24505	TRAF4	9618	Traf4	MGI:1202880	MP:0003631, MP:0005371, MP:0005378, MP:0005380, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0010768
24506	TRAF5	7188	Traf5	MGI:107548	MP:0005384, MP:0005387, MP:0005397
24507	TRAF6	7189	Traf6	MGI:108072	MP:0001186, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24508	TRAF7	84231	Traf7	MGI:3042141	MP:0005376, MP:0005387, MP:0005391, MP:0010768
24509	TRAFD1	10906	Trafd1	MGI:1923551	MP:0005375, MP:0005376, MP:0005378, MP:0005387, MP:0010768
24510	TRAIP	10293	Traip	MGI:1096377	MP:0005378, MP:0005380, MP:0005384, MP:0010768
24511	TRAJ33	28722	Traj33	MGI:4439590	MP:0005387, MP:0005397
24512	TRAJ38	28717	Traj38	MGI:4439594	
24513	TRAJ53	28702	Traj53	MGI:4439696	
24514	TRAK1	22906	Trak1	MGI:1914345	MP:0003631, MP:0005369, MP:0005386, MP:0010768
24515	TRAK2	66008	Trak2	MGI:1918077	MP:0005387, MP:0005391, MP:0010771
24516	TRAM1	23471	Tram1	MGI:1919515	MP:0005375, MP:0005378, MP:0005385, MP:0005386, MP:0005389, MP:0005390
24517	TRAM1L1	133022	Tram1l1	MGI:2443503	
24518	TRAM2	9697	Tram2	MGI:1924817	MP:0005371, MP:0005376, MP:0005386, MP:0005390
24519	TRANK1	9881	Trank1	MGI:1341834	MP:0001186, MP:0005376, MP:0005386, MP:0005397, MP:0010771
24520	TRAP1	10131	Trap1	MGI:1915265	MP:0002006, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005391, MP:0005397
24521	TRAPPC1	58485	Trappc1	MGI:1098727	MP:0005367, MP:0005370, MP:0005378, MP:0005379, MP:0005385, MP:0005387, MP:0005389, MP:0005397, MP:0010768, MP:0010771
24522	TRAPPC10	7109	Trappc10	MGI:1336209	MP:0003631, MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005382, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397
24523	TRAPPC11	60684	Trappc11	MGI:2444585	MP:0005377, MP:0010768
24524	TRAPPC12	51112	Trappc12	MGI:2445089	
24525	TRAPPC13	80006	Trappc13	MGI:1914225	
24526	TRAPPC14	55262	Trappc14	MGI:2385896	
24527	TRAPPC2	6399	0610009B22Rik	MGI:1913300	MP:0003631, MP:0005391
24528	TRAPPC2	6399	Trappc2	MGI:1913476	MP:0005376, MP:0005378, MP:0005388, MP:0005389
24529	TRAPPC2B	10597	0610009B22Rik	MGI:1913300	MP:0003631, MP:0005391
24530	TRAPPC2B	10597	Trappc2	MGI:1913476	MP:0005376, MP:0005378, MP:0005388, MP:0005389
24531	TRAPPC2L	51693	Trappc2l	MGI:1916295	MP:0003631, MP:0005378, MP:0005379, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768
24532	TRAPPC3	27095	Trappc3	MGI:1351486	
24533	TRAPPC3L	100128327	Trappc3l	MGI:3642034	
24534	TRAPPC4	51399	Trappc4	MGI:1926211	MP:0005386, MP:0010768
24535	TRAPPC5	126003	Trappc5	MGI:1913932	
24536	TRAPPC6A	79090	Trappc6a	MGI:1914341	MP:0001186, MP:0005391, MP:0010771
24537	TRAPPC6B	122553	Trappc6b	MGI:1925482	
24538	TRAPPC8	22878	Trappc8	MGI:2443008	
24539	TRAPPC9	83696	Trappc9	MGI:1923760	MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397, MP:0010771
24540	TRARG1	286753	Trarg1	MGI:3029307	MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386
24541	TRAT1	50852	Trat1	MGI:1924897	MP:0005378, MP:0005379, MP:0005387, MP:0005397
24542	TRAV10	28676	Trav11	MGI:3642163	
24543	TRAV10	28676	Trav11d	MGI:3649423	
24544	TRAV1-1	28693	Trav1	MGI:3651476	
24545	TRAV1-2	28692	Trav1	MGI:3651476	
24546	TRAV12-1	28674	Trav7-1	MGI:3647460	
24547	TRAV12-1	28674	Trav7-2	MGI:3649607	
24548	TRAV12-1	28674	Trav7-3	MGI:3649556	
24549	TRAV12-1	28674	Trav7-4	MGI:3649611	
24550	TRAV12-1	28674	Trav7-5	MGI:3648929	
24551	TRAV12-1	28674	Trav7-6	MGI:3702133	
24552	TRAV12-1	28674	Trav7d-2	MGI:3711992	
24553	TRAV12-1	28674	Trav7d-3	MGI:3649861	
24554	TRAV12-1	28674	Trav7d-4	MGI:3651273	
24555	TRAV12-1	28674	Trav7d-5	MGI:3649422	
24556	TRAV12-1	28674	Trav7d-6	MGI:2444626	
24557	TRAV12-1	28674	Trav7n-4	MGI:3644878	
24558	TRAV12-1	28674	Trav7n-5	MGI:3644782	
24559	TRAV12-1	28674	Trav7n-6	MGI:3704442	
24560	TRAV12-2	28673	Trav7-1	MGI:3647460	
24561	TRAV12-2	28673	Trav7-2	MGI:3649607	
24562	TRAV12-2	28673	Trav7-3	MGI:3649556	
24563	TRAV12-2	28673	Trav7-4	MGI:3649611	
24564	TRAV12-2	28673	Trav7-5	MGI:3648929	
24565	TRAV12-2	28673	Trav7-6	MGI:3702133	
24566	TRAV12-2	28673	Trav7d-2	MGI:3711992	
24567	TRAV12-2	28673	Trav7d-3	MGI:3649861	
24568	TRAV12-2	28673	Trav7d-4	MGI:3651273	
24569	TRAV12-2	28673	Trav7d-5	MGI:3649422	
24570	TRAV12-2	28673	Trav7d-6	MGI:2444626	
24571	TRAV12-2	28673	Trav7n-4	MGI:3644878	
24572	TRAV12-2	28673	Trav7n-5	MGI:3644782	
24573	TRAV12-2	28673	Trav7n-6	MGI:3704442	
24574	TRAV12-3	28672	Trav7-1	MGI:3647460	
24575	TRAV12-3	28672	Trav7-2	MGI:3649607	
24576	TRAV12-3	28672	Trav7-3	MGI:3649556	
24577	TRAV12-3	28672	Trav7-4	MGI:3649611	
24578	TRAV12-3	28672	Trav7-5	MGI:3648929	
24579	TRAV12-3	28672	Trav7-6	MGI:3702133	
24580	TRAV12-3	28672	Trav7d-2	MGI:3711992	
24581	TRAV12-3	28672	Trav7d-3	MGI:3649861	
24582	TRAV12-3	28672	Trav7d-4	MGI:3651273	
24583	TRAV12-3	28672	Trav7d-5	MGI:3649422	
24584	TRAV12-3	28672	Trav7d-6	MGI:2444626	
24585	TRAV12-3	28672	Trav7n-4	MGI:3644878	
24586	TRAV12-3	28672	Trav7n-5	MGI:3644782	
24587	TRAV12-3	28672	Trav7n-6	MGI:3704442	
24588	TRAV13-1	28671	Trav10	MGI:3704132	
24589	TRAV13-1	28671	Trav10d	MGI:5293417	
24590	TRAV13-1	28671	Trav10n	MGI:3647936	
24591	TRAV13-1	28671	Trav5-1	MGI:3815062	
24592	TRAV13-1	28671	Trav5-4	MGI:1196221	
24593	TRAV13-1	28671	Trav5d-4	MGI:3704130	
24594	TRAV13-1	28671	Trav5n-4	MGI:3704440	
24595	TRAV13-2	28670	Trav10	MGI:3704132	
24596	TRAV13-2	28670	Trav10d	MGI:5293417	
24597	TRAV13-2	28670	Trav10n	MGI:3647936	
24598	TRAV13-2	28670	Trav5-1	MGI:3815062	
24599	TRAV13-2	28670	Trav5-4	MGI:1196221	
